date	close
2000	
2001	
2002	
2003	
2004	
2005	0.388
2006	0.394
2007	0.398
2008	0.401
2009	0.405
2010	0.410
2011	0.416
2012	0.415
2013	0.419
2014	0.421
2015	0.424
