date	close
2000	0.783
2001	0.786
2002	0.790
2003	0.797
2004	0.805
2005	0.809
2006	0.808
2007	0.813
2008	0.815
2009	0.819
2010	0.826
2011	0.821
2012	0.828
2013	0.847
2014	0.853
2015	0.856
