date	close
2000	1996.6432768329
2001	2090.60401687218
2002	2162.18328513207
2003	2323.57660924974
2004	2524.21288197151
2005	2787.43413715573
2006	3070.88278089989
2007	3380.72984809675
2008	3525.43524574462
2009	3763.32863830695
2010	4088.88981526652
2011	4371.63816741898
2012	4631.4211879654
2013	4924.2141151273
2014	5284.41814911577
2015	5677.24626396776
2016	6064.24453975514
