date	close
2000	1035.52411754486
2001	1165.80125479096
2002	1311.63469033593
2003	1507.49359641612
2004	1742.63225800332
2005	2025.54017818712
2006	2343.1836219114
2007	2676.19065586887
2008	2989.78489460075
2009	3308.84636555592
2010	3645.93643504092
2011	3898.41462716496
2012	4225.11935241423
2013	4613.33978179131
2014	5014.97520430517
2015	5384.86938870142
2016	5721.22800362596
