date	close
2000	3534.32914766215
2001	3942.08488219485
2002	4393.96719931842
2003	4945.90791637216
2004	5551.44884183019
2005	7169.15043103855
2006	9830.16260573868
2007	12477.3846859443
2008	13799.7861400733
2009	14900.5086642522
2010	15627.6056198817
2011	15754.1523626148
2012	16180.8871503048
2013	17171.7613655507
2014	17573.5067317757
2015	17782.0261527141
2016	17256.6269704412
