date	close
2000	0.686
2001	0.692
2002	0.694
2003	0.705
2004	0.719
2005	0.732
2006	0.754
2007	0.771
2008	0.782
2009	0.784
2010	0.780
2011	0.778
2012	0.773
2013	0.772
2014	0.773
2015	0.775
