date	close
2000	0.633
2001	0.636
2002	0.638
2003	0.640
2004	0.640
2005	0.646
2006	0.645
2007	0.651
2008	0.652
2009	0.660
2010	0.664
2011	0.669
2012	0.678
2013	0.687
2014	0.694
2015	0.697
