date	close
2000	29515.9131224395
2001	31571.8519144186
2002	32191.5695993359
2003	32302.8696395994
2004	35282.4141004624
2005	36964.5276789925
2006	38705.7469232906
2007	40732.4016476809
2008	42677.5353567846
2009	41014.416322442
2010	38373.9271756633
2011	39465.8459368268
2012	40486.9378230378
2013	42631.075490713
2014	44224.0403475445
2015	47055.1607169894
2016	50104.1543362431
