date	close
2000	7887.89298389755
2001	9172.36917771712
2002	10225.4459030199
2003	11360.9933343624
2004	12705.4338539843
2005	14259.0186988815
2006	16098.5109088513
2007	17793.1478794981
2008	18513.9254122489
2009	18387.201905743
2010	19690.3849700739
2011	21277.7063708818
2012	22392.2036717401
2013	23773.8193302949
2014	24797.3141052557
2015	25048.0508078194
2016	25285.9477312642
