date	close
2000	0.825
2001	0.833
2002	0.841
2003	0.851
2004	0.861
2005	0.870
2006	0.881
2007	0.887
2008	0.892
2009	0.894
2010	0.898
2011	0.905
2012	0.907
2013	0.913
2014	0.916
2015	0.917
