date	close
2000	0.837
2001	0.847
2002	0.837
2003	0.841
2004	0.848
2005	0.854
2006	0.860
2007	0.864
2008	0.870
2009	0.872
2010	0.880
2011	0.884
2012	0.887
2013	0.892
2014	0.892
2015	0.893
