date	close
2000	0.592
2001	0.600
2002	0.610
2003	0.622
2004	0.634
2005	0.646
2006	0.659
2007	0.672
2008	0.682
2009	0.691
2010	0.700
2011	0.703
2012	0.713
2013	0.723
2014	0.734
2015	0.738
