date	close
2000	0.700
2001	0.703
2002	0.708
2003	0.714
2004	0.719
2005	0.723
2006	0.731
2007	0.735
2008	0.738
2009	0.739
2010	0.745
2011	0.748
2012	0.753
2013	0.754
2014	0.758
2015	0.762
