date	close
2000	2030.79728784817
2001	2182.48346818691
2002	2332.58123732693
2003	2518.91314406812
2004	2757.24085021233
2005	3032.39101911796
2006	3312.77820777284
2007	3609.69018391827
2008	3852.18261534963
2009	4050.88709522515
2010	4318.99740521312
2011	4632.76596523658
2012	4909.94506068636
2013	5199.63143103574
2014	5535.20239127274
2015	5915.1708326498
2016	6295.59058534397
