date	close
2000	4392.67488686855
2001	4392.68266074391
2002	4601.36469018926
2003	4931.53601979495
2004	5299.68321977281
2005	5766.39444906489
2006	6351.95648032752
2007	6914.78521689947
2008	7419.35800505996
2009	7690.42585952677
2010	8357.02874971072
2011	9193.35823543078
2012	10164.0801504583
2013	10625.5309871994
2014	11277.3861617769
2015	11922.644922172
2016	12552.4133144381
