date	close
2000	0.786
2001	0.785
2002	0.788
2003	0.791
2004	0.789
2005	0.787
2006	0.787
2007	0.787
2008	0.788
2009	0.790
2010	0.792
2011	0.794
2012	0.796
2013	0.787
2014	0.799
2015	0.800
