date	close
2000	0.884
2001	0.887
2002	0.889
2003	0.892
2004	0.895
2005	0.898
2006	0.901
2007	0.905
2008	0.907
2009	0.907
2010	0.910
2011	0.913
2012	0.915
2013	0.916
2014	0.918
2015	0.920
