date	close
2000	5856.2217206123
2001	6086.4197384461
2002	6207.54169225174
2003	6410.52373184808
2004	6728.86131609625
2005	7124.48986200231
2006	7708.0475610928
2007	8327.41081259923
2008	8939.28213481048
2009	9255.38392726248
2010	9658.06521473712
2011	9823.82328675711
2012	10003.3542171587
2013	10156.4148475603
2014	10387.1746615549
2015	10750.4563039463
2016	11128.8024742798
