date	close
2000	10651.2114515512
2001	11111.2177373372
2002	11781.0563524395
2003	12256.303565813
2004	13345.8796193398
2005	13895.9235416906
2006	15144.1470017461
2007	16785.0668016617
2008	18310.4432086685
2009	19242.9888415432
2010	21068.8512314571
2011	22850.6388460286
2012	23833.2097049187
2013	24719.2475053521
2014	25602.4174409935
2015	26594.7578582656
2016	27383.2549370049
