date	close
2000	0.487
2001	0.488
2002	0.492
2003	0.497
2004	0.496
2005	0.507
2006	0.517
2007	0.527
2008	0.545
2009	0.548
2010	0.558
2011	0.557
2012	0.576
2013	0.581
2014	0.590
2015	0.592
