date	close
2000	7283.51129029312
2001	7635.09300292334
2002	8160.93273591999
2003	8855.4946751805
2004	9604.71047825025
2005	10262.1089368069
2006	11035.6145882521
2007	11878.0391488687
2008	12255.2120165349
2009	12201.3624379538
2010	13213.747749553
2011	13535.1332681194
2012	14714.4750162525
2013	15293.2579923807
2014	15616.2615005644
2015	16225.026951608
2016	16913.366075262
