date	close
2000	0.468
2001	0.476
2002	0.484
2003	0.491
2004	0.499
2005	0.506
2006	0.513
2007	0.520
2008	0.523
2009	0.535
2010	0.545
2011	0.557
2012	0.565
2013	0.570
2014	0.575
2015	0.579
