date	close
2000	597.718189253131
2001	609.144754217792
2002	628.199259149723
2003	613.630038895316
2004	639.874227218527
2005	644.786602674403
2006	677.382665500247
2007	704.439858877756
2008	729.462783308925
2009	735.701234336554
2010	748.380657602419
2011	771.509423734821
2012	793.080192119077
2013	818.28521331237
2014	844.419632695106
2015	796.960811425412
2016	777.752851658978
