date	close
2000	0.779
2001	0.781
2002	0.783
2003	0.784
2004	0.786
2005	0.788
2006	0.790
2007	0.791
2008	0.791
2009	0.788
2010	0.788
2011	0.789
2012	0.790
2013	0.789
2014	0.790
2015	0.792
