date	close
2000	0.681
2001	0.687
2002	0.695
2003	0.703
2004	0.713
2005	0.723
2006	0.739
2007	0.755
2008	0.771
2009	0.780
2010	0.787
2011	0.793
2012	0.796
2013	0.796
2014	0.798
2015	0.796
