date	close
2000	0.649
2001	0.657
2002	0.666
2003	0.674
2004	0.682
2005	0.686
2006	0.687
2007	0.700
2008	0.706
2009	0.711
2010	0.720
2011	0.729
2012	0.733
2013	0.737
2014	0.738
2015	0.740
