date	close
2000	10773.7869266219
2001	10999.8220687865
2002	11185.7338738567
2003	11732.9763256914
2004	12775.3302862407
2005	13533.6920028536
2006	14433.8987306773
2007	15259.620784793
2008	15888.5430661359
2009	15813.1571774515
2010	16463.2245408461
2011	16965.536804947
2012	17351.2686016318
2013	17792.9208702975
2014	18279.3088798679
2015	18636.0686096141
2016	19515.4026052702
