date	close
2000	
2001	
2002	
2003	0.445
2004	0.463
2005	0.466
2006	0.477
2007	0.481
2008	0.487
2009	0.492
2010	0.500
2011	0.507
2012	0.514
2013	0.521
2014	0.525
2015	0.527
