date	close
2000	
2001	
2002	
2003	
2004	
2005	0.733
2006	0.731
2007	0.740
2008	0.746
2009	0.752
2010	0.758
2011	0.763
2012	0.766
2013	0.763
2014	0.763
2015	0.763
