date	close
2000	
2001	
2002	
2003	
2004	0.672
2005	0.678
2006	0.684
2007	0.691
2008	0.696
2009	0.700
2010	0.704
2011	0.708
2012	0.719
2013	0.722
2014	0.723
2015	0.725
