date	close
2000	6374.47343084475
2001	6944.05450924568
2002	7766.22392129146
2003	8379.18219558729
2004	9174.11056063642
2005	10275.0722257219
2006	11372.8035229964
2007	12900.7858917462
2008	14328.9295392236
2009	14143.6130187685
2010	14948.5895706348
2011	15676.1441294193
2012	16208.2152662831
2013	16631.6587230844
2014	17508.890528442
2015	18115.2350726374
2016	19242.6226157385
