date	close
2000	0.798
2001	0.803
2002	0.808
2003	0.813
2004	0.818
2005	0.823
2006	0.826
2007	0.829
2008	0.831
2009	0.826
2010	0.824
2011	0.826
2012	0.829
2013	0.832
2014	0.836
2015	0.840
